iter	Passed	Remaining
7508	640689	639153
7509	640799	639093
7510	640899	639022
7511	640980	638932
7512	641068	638849
7513	641154	638765
7514	641244	638684
7515	641327	638596
7516	641415	638514
7517	641588	638515
7518	641670	638427
7519	641748	638335
7520	641829	638245
7521	641910	638155
7522	642007	638081
7523	642090	637994
7524	642178	637911
7525	642258	637820
7526	642337	637729
7527	642417	637638
7528	642499	637550
7529	642601	637480
7530	642685	637394
7531	642766	637304
7532	642847	637215
7533	642934	637131
7534	643020	637047
7535	643103	636958
7536	643179	636864
7537	643261	636776
7538	643347	636691
7539	643426	636599
7540	643513	636515
7541	643614	636446
7542	643700	636361
7543	643776	636266
7544	643858	636178
7545	643940	636089
7546	644026	636005
7547	644109	635917
7548	644195	635832
7549	644277	635743
7550	644360	635656
7551	644438	635564
7552	644519	635473
7553	644646	635429
7554	644728	635341
7555	644810	635252
7556	644891	635163
7557	644971	635072
7558	645060	634991
7559	645136	634896
7560	645221	634810
7561	645299	634718
7562	645375	634623
7563	645458	634536
7564	645540	634447
7565	645623	634359
7566	645787	634351
7567	645865	634259
7568	645948	634171
7569	646035	634088
7570	646120	634001
7571	646203	633914
7572	646286	633826
7573	646367	633736
7574	646453	633652
7575	646536	633564
7576	646617	633474
7577	646702	633389
7578	646805	633321
7579	646887	633233
7580	646968	633143
7581	647050	633054
7582	647141	632974
7583	647223	632886
7584	647310	632802
7585	647391	632712
7586	647475	632625
7587	647560	632540
7588	647643	632453
7589	647724	632363
7590	647830	632298
7591	647914	632211
7592	648000	632127
7593	648085	632041
7594	648165	631950
7595	648248	631862
7596	648333	631776
7597	648416	631690
7598	648501	631603
7599	648585	631517
7600	648669	631431
7601	648758	631349
7602	648872	631291
7603	648957	631205
7604	649039	631117
7605	649124	631031
7606	649238	630973
7607	649323	630888
7608	649405	630799
7609	649485	630708
7610	649576	630629
7611	649659	630542
7612	649744	630455
7613	649824	630365
7614	649996	630364
7615	650081	630278
7616	650156	630183
7617	650235	630091
7618	650324	630009
7619	650405	629920
7620	650489	629833
7621	650568	629741
7622	650652	629655
7623	650737	629569
7624	650817	629479
7625	650895	629386
7626	650976	629297
7627	651083	629232
7628	651161	629140
7629	651264	629072
7630	651345	628982
7631	651427	628893
7632	651508	628804
7633	651591	628716
7634	651670	628625
7635	651753	628537
7636	651839	628453
7637	651917	628360
7638	651997	628269
7639	652100	628201
7640	652188	628118
7641	652267	628027
7642	652352	627941
7643	652433	627851
7644	652515	627763
7645	652601	627679
7646	652684	627591
7647	652763	627499
7648	652847	627412
7649	652931	627326
7650	653017	627241
7651	653121	627173
7652	653203	627085
7653	653283	626994
7654	653359	626900
7655	653441	626812
7656	653528	626728
7657	653609	626638
7658	653704	626563
7659	653787	626475
7660	653871	626388
7661	653951	626298
7662	654031	626207
7663	654111	626117
7664	654275	626106
7665	654357	626018
7666	654440	625930
7667	654523	625843
7668	654604	625753
7669	654687	625666
7670	654770	625578
7671	654854	625492
7672	654940	625407
7673	655022	625318
7674	655105	625231
7675	655186	625141
7676	655294	625077
7677	655375	624988
7678	655465	624907
7679	655545	624817
7680	655630	624731
7681	655712	624642
7682	655798	624558
7683	655884	624473
7684	655983	624401
7685	656063	624309
7686	656150	624226
7687	656226	624132
7688	656326	624061
7689	656405	623968
7690	656486	623880
7691	656565	623788
7692	656649	623701
7693	656726	623608
7694	656806	623518
7695	656889	623430
7696	656972	623342
7697	657051	623251
7698	657136	623165
7699	657215	623074
7700	657307	622995
7701	657386	622903
7702	657470	622817
7703	657554	622730
7704	657637	622643
7705	657719	622555
7706	657802	622466
7707	657886	622380
7708	657969	622292
7709	658054	622207
7710	658133	622115
7711	658215	622027
7712	658299	621940
7713	658470	621936
7714	658557	621852
7715	658640	621765
7716	658722	621675
7717	658805	621588
7718	658889	621501
7719	658972	621414
7720	659050	621322
7721	659124	621226
7722	659210	621141
7723	659292	621052
7724	659372	620962
7725	659480	620898
7726	659569	620816
7727	659650	620727
7728	659732	620638
7729	659815	620550
7730	659894	620459
7731	659974	620369
7732	660054	620279
7733	660132	620186
7734	660235	620117
7735	660326	620037
7736	660410	619950
7737	660526	619894
7738	660607	619804
7739	660696	619723
7740	660780	619636
7741	660861	619547
7742	660948	619462
7743	661028	619372
7744	661112	619285
7745	661190	619194
7746	661271	619103
7747	661346	619009
7748	661425	618917
7749	661509	618831
7750	661611	618761
7751	661694	618673
7752	661772	618581
7753	661849	618488
7754	661932	618401
7755	662013	618311
7756	662089	618218
7757	662173	618131
7758	662259	618045
7759	662341	617958
7760	662427	617872
7761	662505	617780
7762	662672	617771
7763	662752	617681
7764	662834	617593
7765	662921	617508
7766	663007	617424
7767	663090	617336
7768	663169	617245
7769	663253	617159
7770	663334	617068
7771	663418	616982
7772	663500	616894
7773	663581	616805
7774	663659	616712
7775	663763	616644
7776	663845	616555
7777	663926	616466
7778	664014	616383
7779	664094	616293
7780	664178	616206
7781	664262	616120
7782	664345	616032
7783	664429	615946
7784	664509	615855
7785	664590	615766
7786	664667	615673
7787	664770	615603
7788	664854	615517
7789	664936	615428
7790	665022	615344
7791	665110	615261
7792	665193	615173
7793	665276	615086
7794	665356	614996
7795	665432	614901
7796	665510	614809
7797	665594	614723
7798	665672	614631
7799	665783	614569
7800	665870	614485
7801	665955	614400
7802	666043	614317
7803	666128	614231
7804	666214	614146
7805	666294	614056
7806	666379	613970
7807	666464	613884
7808	666549	613798
7809	666630	613709
7810	666719	613628
7811	666894	613624
7812	666982	613541
7813	667088	613475
7814	667176	613392
7815	667253	613299
7816	667337	613212
7817	667421	613126
7818	667501	613036
7819	667585	612949
7820	667667	612861
7821	667751	612774
7822	667832	612685
7823	667941	612621
7824	668026	612535
7825	668107	612446
7826	668193	612361
7827	668274	612272
7828	668356	612183
7829	668435	612092
7830	668525	612011
7831	668605	611920
7832	668685	611831
7833	668767	611741
7834	668849	611653
7835	668942	611575
7836	669045	611506
7837	669127	611417
7838	669207	611327
7839	669289	611239
7840	669375	611154
7841	669458	611066
7842	669544	610981
7843	669627	610894
7844	669706	610803
7845	669790	610716
7846	669875	610631
7847	669966	610550
7848	670076	610487
7849	670165	610405
7850	670252	610321
7851	670331	610230
7852	670413	610142
7853	670496	610054
7854	670580	609967
7855	670662	609879
7856	670746	609792
7857	670829	609704
7858	670914	609619
7859	670995	609530
7860	671158	609515
7861	671235	609422
7862	671317	609333
7863	671397	609243
7864	671474	609150
7865	671555	609061
7866	671643	608978
7867	671731	608895
7868	671820	608813
7869	671904	608726
7870	671988	608640
7871	672073	608554
7872	672193	608499
7873	672277	608413
7874	672364	608329
7875	672455	608249
7876	672537	608161
7877	672616	608070
7878	672699	607982
7879	672788	607900
7880	672876	607817
7881	672960	607730
7882	673043	607643
7883	673126	607555
7884	673238	607494
7885	673323	607408
7886	673401	607316
7887	673478	607223
7888	673562	607137
7889	673646	607050
7890	673733	606966
7891	673823	606885
7892	673908	606798
7893	673990	606710
7894	674072	606622
7895	674154	606533
7896	674235	606444
7897	674342	606378
7898	674426	606292
7899	674505	606201
7900	674584	606109
7901	674668	606023
7902	674748	605933
7903	674832	605846
7904	674914	605758
7905	674995	605669
7906	675079	605581
7907	675166	605498
7908	675256	605416
7909	675427	605408
7910	675519	605328
7911	675603	605242
7912	675687	605155
7913	675775	605072
7914	675863	604989
7915	675946	604901
7916	676024	604810
7917	676108	604723
7918	676191	604635
7919	676270	604544
7920	676362	604464
7921	676470	604400
7922	676550	604310
7923	676634	604223
7924	676721	604139
7925	676804	604051
7926	676883	603960
7927	676969	603875
7928	677053	603789
7929	677139	603704
7930	677223	603617
7931	677304	603528
7932	677390	603443
7933	677495	603375
7934	677576	603286
7935	677655	603195
7936	677742	603111
7937	677826	603024
7938	677906	602934
7939	677992	602849
7940	678076	602762
7941	678178	602692
7942	678263	602606
7943	678356	602528
7944	678457	602456
7945	678563	602389
7946	678644	602300
7947	678723	602209
7948	678808	602123
7949	678890	602034
7950	678974	601948
7951	679055	601858
7952	679142	601775
7953	679222	601684
7954	679304	601596
7955	679385	601507
7956	679470	601421
7957	679562	601341
7958	679728	601327
7959	679806	601235
7960	679894	601153
7961	679975	601063
7962	680057	600974
7963	680137	600884
7964	680222	600799
7965	680304	600711
7966	680388	600623
7967	680467	600532
7968	680550	600445
7969	680625	600350
7970	680731	600283
7971	680811	600193
7972	680894	600105
7973	680973	600015
7974	681059	599929
7975	681147	599846
7976	681229	599759
7977	681307	599666
7978	681388	599577
7979	681471	599489
7980	681561	599408
7981	681643	599320
7982	681756	599258
7983	681838	599170
7984	681930	599090
7985	682012	599002
7986	682093	598913
7987	682168	598819
7988	682252	598732
7989	682334	598643
7990	682421	598560
7991	682500	598468
7992	682585	598382
7993	682669	598296
7994	682757	598213
7995	682921	598197
7996	683007	598112
7997	683091	598025
7998	683176	597940
7999	683261	597853
8000	683346	597768
8001	683438	597688
8002	683525	597604
8003	683614	597522
8004	683693	597431
8005	683784	597350
8006	683900	597292
8007	683989	597209
8008	684076	597125
8009	684159	597038
8010	684245	596952
8011	684329	596866
8012	684416	596782
8013	684496	596692
8014	684587	596612
8015	684670	596524
8016	684759	596441
8017	684840	596352
8018	684948	596287
8019	685029	596197
8020	685110	596108
8021	685196	596023
8022	685274	595932
8023	685358	595844
8024	685442	595758
8025	685526	595671
8026	685609	595584
8027	685694	595498
8028	685769	595403
8029	685853	595317
8030	685970	595259
8031	686050	595169
8032	686136	595084
8033	686215	594993
8034	686294	594902
8035	686372	594810
8036	686455	594723
8037	686537	594634
8038	686616	594543
8039	686698	594455
8040	686784	594370
8041	686859	594276
8042	686943	594189
8043	687111	594175
8044	687198	594091
8045	687279	594002
8046	687365	593917
8047	687440	593822
8048	687524	593736
8049	687601	593643
8050	687686	593557
8051	687767	593468
8052	687855	593385
8053	687941	593300
8054	688023	593212
8055	688137	593151
8056	688222	593065
8057	688306	592978
8058	688390	592891
8059	688470	592802
8060	688558	592718
8061	688640	592630
8062	688722	592542
8063	688803	592452
8064	688883	592363
8065	688964	592274
8066	689045	592184
8067	689122	592091
8068	689230	592025
8069	689315	591940
8070	689396	591851
8071	689482	591766
8072	689567	591679
8073	689660	591601
8074	689741	591512
8075	689824	591424
8076	689907	591336
8077	689982	591243
8078	690066	591155
8079	690154	591072
8080	690267	591010
8081	690347	590921
8082	690432	590835
8083	690533	590763
8084	690624	590682
8085	690702	590590
8086	690789	590506
8087	690875	590421
8088	690959	590334
8089	691055	590258
8090	691140	590172
8091	691221	590083
8092	691387	590066
8093	691471	589980
8094	691552	589891
8095	691636	589804
8096	691719	589717
8097	691801	589628
8098	691882	589539
8099	691967	589453
8100	692052	589367
8101	692134	589279
8102	692222	589196
8103	692307	589110
8104	692419	589047
8105	692499	588957
8106	692587	588874
8107	692673	588789
8108	692756	588702
8109	692841	588616
8110	692927	588531
8111	693013	588446
8112	693101	588363
8113	693177	588269
8114	693262	588183
8115	693345	588096
8116	693461	588036
8117	693537	587943
8118	693619	587855
8119	693695	587761
8120	693776	587672
8121	693858	587584
8122	693939	587494
8123	694020	587405
8124	694104	587319
8125	694182	587227
8126	694264	587139
8127	694344	587049
8128	694460	586989
8129	694541	586900
8130	694623	586811
8131	694706	586724
8132	694789	586636
8133	694872	586549
8134	694954	586461
8135	695038	586374
8136	695130	586294
8137	695214	586208
8138	695299	586122
8139	695378	586031
8140	695565	586031
8141	695649	585944
8142	695728	585854
8143	695811	585767
8144	695899	585683
8145	695986	585598
8146	696069	585512
8147	696154	585426
8148	696237	585338
8149	696322	585252
8150	696416	585174
8151	696499	585087
8152	696612	585024
8153	696702	584942
8154	696783	584854
8155	696865	584765
8156	696949	584678
8157	697031	584590
8158	697112	584501
8159	697198	584416
8160	697282	584329
8161	697367	584243
8162	697452	584157
8163	697537	584072
8164	697650	584009
8165	697735	583924
8166	697818	583836
8167	697900	583748
8168	697983	583660
8169	698058	583566
8170	698154	583489
8171	698239	583404
8172	698322	583317
8173	698403	583227
8174	698486	583139
8175	698566	583049
8176	698657	582969
8177	698759	582897
8178	698846	582813
8179	698928	582725
8180	699012	582638
8181	699093	582549
8182	699180	582465
8183	699263	582377
8184	699344	582288
8185	699424	582198
8186	699508	582112
8187	699594	582026
8188	699678	581940
8189	699842	581920
8190	699930	581836
8191	700013	581749
8192	700098	581663
8193	700181	581576
8194	700263	581488
8195	700347	581401
8196	700430	581313
8197	700510	581223
8198	700590	581133
8199	700675	581048
8200	700759	580960
8201	700866	580893
8202	700948	580805
8203	701033	580719
8204	701122	580637
8205	701210	580553
8206	701295	580468
8207	701378	580380
8208	701458	580290
8209	701539	580200
8210	701624	580115
8211	701708	580028
8212	701796	579945
8213	701906	579880
8214	701990	579793
8215	702093	579722
8216	702174	579633
8217	702258	579546
8218	702347	579464
8219	702431	579377
8220	702514	579290
8221	702589	579196
8222	702673	579109
8223	702755	579020
8224	702837	578933
8225	703003	578913
8226	703100	578837
8227	703184	578751
8228	703274	578669
8229	703355	578580
8230	703446	578499
8231	703532	578414
8232	703622	578332
8233	703707	578246
8234	703789	578158
8235	703867	578067
8236	703945	577975
8237	704053	577908
8238	704131	577816
8239	704218	577732
8240	704297	577641
8241	704382	577555
8242	704463	577467
8243	704550	577383
8244	704637	577298
8245	704719	577210
8246	704802	577122
8247	704892	577040
8248	704981	576958
8249	705096	576896
8250	705176	576807
8251	705259	576719
8252	705339	576629
8253	705420	576540
8254	705505	576454
8255	705582	576362
8256	705669	576277
8257	705749	576188
8258	705833	576101
8259	705918	576015
8260	706002	575929
8261	706093	575848
8262	706202	575782
8263	706282	575691
8264	706360	575600
8265	706441	575511
8266	706523	575422
8267	706604	575333
8268	706691	575250
8269	706773	575161
8270	706858	575076
8271	706937	574984
8272	707019	574896
8273	707099	574806
8274	707263	574784
8275	707344	574695
8276	707426	574607
8277	707508	574519
8278	707591	574431
8279	707668	574339
8280	707750	574251
8281	707841	574170
8282	707925	574083
8283	708005	573993
8284	708085	573904
8285	708170	573817
8286	708275	573748
8287	708361	573663
8288	708438	573571
8289	708514	573477
8290	708599	573391
8291	708680	573302
8292	708760	573213
8293	708841	573123
8294	708923	573035
8295	709005	572947
8296	709089	572861
8297	709176	572776
8298	709261	572690
8299	709370	572624
8300	709452	572535
8301	709532	572445
8302	709618	572360
8303	709697	572270
8304	709783	572185
8305	709866	572097
8306	709953	572013
8307	710039	571928
8308	710125	571844
8309	710207	571755
8310	710289	571667
8311	710402	571604
8312	710485	571516
8313	710569	571429
8314	710652	571342
8315	710738	571257
8316	710821	571169
8317	710900	571079
8318	710994	571000
8319	711075	570911
8320	711158	570823
8321	711243	570738
8322	711333	570656
8323	711500	570636
8324	711588	570552
8325	711668	570463
8326	711752	570376
8327	711835	570288
8328	711915	570199
8329	711996	570110
8330	712082	570025
8331	712164	569936
8332	712249	569850
8333	712337	569767
8334	712427	569685
8335	712533	569616
8336	712622	569534
8337	712706	569447
8338	712788	569358
8339	712867	569268
8340	712955	569184
8341	713036	569095
8342	713118	569007
8343	713204	568922
8344	713291	568838
8345	713393	568766
8346	713477	568679
8347	713587	568613
8348	713665	568522
8349	713744	568431
8350	713826	568342
8351	713904	568251
8352	713986	568163
8353	714079	568083
8354	714158	567993
8355	714239	567903
8356	714326	567819
8357	714409	567732
8358	714490	567643
8359	714672	567634
8360	714757	567548
8361	714835	567457
8362	714915	567367
8363	715001	567282
8364	715086	567196
8365	715170	567109
8366	715255	567024
8367	715341	566939
8368	715427	566853
8369	715511	566767
8370	715591	566677
8371	715706	566615
8372	715788	566526
8373	715867	566436
8374	715954	566351
8375	716040	566266
8376	716122	566178
8377	716209	566094
8378	716294	566008
8379	716373	565918
8380	716457	565831
8381	716543	565746
8382	716625	565657
8383	716705	565567
8384	716812	565499
8385	716897	565413
8386	716980	565326
8387	717061	565237
8388	717144	565149
8389	717223	565059
8390	717303	564969
8391	717387	564883
8392	717475	564799
8393	717557	564710
8394	717639	564623
8395	717725	564537
8396	717835	564471
8397	717913	564380
8398	717999	564294
8399	718078	564204
8400	718165	564120
8401	718249	564033
8402	718336	563949
8403	718418	563861
8404	718502	563774
8405	718585	563686
8406	718673	563603
8407	718756	563515
8408	718923	563494
8409	719012	563411
8410	719094	563323
8411	719186	563242
8412	719279	563163
8413	719362	563075
8414	719451	562993
8415	719533	562905
8416	719612	562814
8417	719694	562726
8418	719776	562638
8419	719864	562554
8420	719978	562491
8421	720061	562403
8422	720143	562315
8423	720228	562229
8424	720308	562140
8425	720392	562053
8426	720472	561963
8427	720554	561875
8428	720635	561785
8429	720712	561694
8430	720807	561615
8431	720887	561525
8432	721005	561465
8433	721085	561376
8434	721169	561289
8435	721248	561199
8436	721333	561112
8437	721419	561027
8438	721507	560944
8439	721588	560855
8440	721686	560779
8441	721765	560689
8442	721847	560600
8443	721931	560514
8444	722049	560453
8445	722132	560366
8446	722220	560282
8447	722305	560197
8448	722396	560116
8449	722474	560024
8450	722559	559939
8451	722642	559851
8452	722724	559763
8453	722808	559676
8454	722894	559591
8455	722978	559504
8456	723130	559470
8457	723230	559396
8458	723316	559310
8459	723397	559222
8460	723481	559135
8461	723563	559047
8462	723644	558958
8463	723726	558870
8464	723807	558781
8465	723890	558693
8466	723978	558610
8467	724060	558521
8468	724139	558431
8469	724248	558363
8470	724336	558280
8471	724412	558187
8472	724499	558102
8473	724581	558015
8474	724665	557927
8475	724746	557839
8476	724826	557749
8477	724904	557658
8478	724989	557572
8479	725070	557483
8480	725150	557393
8481	725257	557324
8482	725340	557237
8483	725421	557148
8484	725504	557060
8485	725600	556983
8486	725695	556905
8487	725780	556819
8488	725879	556744
8489	725964	556658
8490	726042	556566
8491	726119	556474
8492	726207	556391
8493	726374	556368
8494	726460	556282
8495	726542	556195
8496	726624	556106
8497	726712	556023
8498	726796	555936
8499	726875	555846
8500	726958	555758
8501	727043	555672
8502	727123	555583
8503	727207	555496
8504	727299	555415
8505	727419	555356
8506	727508	555273
8507	727591	555186
8508	727679	555102
8509	727763	555015
8510	727847	554929
8511	727932	554843
8512	728017	554757
8513	728114	554680
8514	728195	554591
8515	728278	554503
8516	728358	554414
8517	728475	554352
8518	728564	554269
8519	728646	554181
8520	728724	554090
8521	728803	553999
8522	728886	553912
8523	728965	553821
8524	729045	553732
8525	729128	553645
8526	729212	553558
8527	729293	553469
8528	729383	553387
8529	729477	553308
8530	729574	553231
8531	729662	553147
8532	729743	553058
8533	729824	552969
8534	729906	552881
8535	729987	552793
8536	730074	552708
8537	730156	552619
8538	730243	552535
8539	730323	552445
8540	730411	552362
8541	730489	552271
8542	730650	552242
8543	730734	552155
8544	730815	552067
8545	730897	551978
8546	730982	551893
8547	731062	551803
8548	731148	551718
8549	731226	551626
8550	731311	551540
8551	731396	551455
8552	731476	551365
8553	731558	551276
8554	731672	551213
8555	731755	551125
8556	731842	551041
8557	731925	550953
8558	732004	550863
8559	732083	550772
8560	732163	550683
8561	732246	550595
8562	732327	550506
8563	732405	550415
8564	732489	550329
8565	732568	550238
8566	732653	550153
8567	732768	550089
8568	732855	550004
8569	732934	549914
8570	733019	549829
8571	733101	549740
8572	733182	549651
8573	733266	549565
8574	733349	549477
8575	733424	549384
8576	733503	549293
8577	733586	549206
8578	733672	549121
8579	733842	549098
8580	733924	549010
8581	734008	548924
8582	734086	548833
8583	734164	548742
8584	734249	548655
8585	734327	548564
8586	734410	548477
8587	734491	548388
8588	734575	548301
8589	734655	548212
8590	734743	548128
8591	734840	548051
8592	734949	547983
8593	735037	547899
8594	735123	547814
8595	735204	547725
8596	735287	547638
8597	735369	547549
8598	735457	547466
8599	735543	547381
8600	735629	547296
8601	735718	547213
8602	735798	547123
8603	735881	547035
8604	735986	546964
8605	736071	546879
8606	736159	546795
8607	736240	546706
8608	736327	546621
8609	736410	546534
8610	736496	546449
8611	736579	546362
8612	736663	546275
8613	736751	546192
8614	736837	546106
8615	736921	546019
8616	737030	545951
8617	737114	545865
8618	737197	545777
8619	737301	545705
8620	737386	545619
8621	737469	545532
8622	737547	545441
8623	737622	545347
8624	737701	545257
8625	737781	545168
8626	737864	545080
8627	737946	544992
8628	738112	544966
8629	738195	544879
8630	738273	544787
8631	738354	544699
8632	738433	544608
8633	738519	544523
8634	738603	544436
8635	738683	544347
8636	738766	544260
8637	738845	544169
8638	738927	544081
8639	739015	543997
8640	739135	543937
8641	739215	543847
8642	739296	543758
8643	739381	543672
8644	739466	543586
8645	739546	543497
8646	739629	543410
8647	739712	543322
8648	739821	543254
8649	739905	543167
8650	739991	543082
8651	740081	542999
8652	740194	542935
8653	740274	542845
8654	740361	542760
8655	740441	542671
8656	740521	542581
8657	740598	542489
8658	740680	542401
8659	740765	542315
8660	740848	542228
8661	740928	542138
8662	741014	542053
8663	741097	541966
8664	741177	541876
8665	741350	541855
8666	741432	541766
8667	741511	541676
8668	741591	541586
8669	741673	541498
8670	741754	541409
8671	741839	541323
8672	741926	541239
8673	742012	541154
8674	742093	541065
8675	742174	540976
8676	742257	540889
8677	742366	540820
8678	742451	540734
8679	742530	540644
8680	742616	540558
8681	742697	540470
8682	742785	540386
8683	742865	540296
8684	742950	540210
8685	743031	540122
8686	743114	540034
8687	743192	539944
8688	743278	539858
8689	743406	539803
8690	743488	539715
8691	743568	539625
8692	743667	539550
8693	743748	539461
8694	743829	539372
8695	743909	539283
8696	743992	539195
8697	744070	539104
8698	744150	539014
8699	744228	538923
8700	744309	538834
8701	744393	538748
8702	744506	538682
8703	744595	538600
8704	744682	538515
8705	744761	538425
8706	744845	538338
8707	744936	538256
8708	745024	538173
8709	745108	538086
8710	745190	537998
8711	745274	537911
8712	745357	537824
8713	745464	537754
8714	745634	537729
8715	745714	537640
8716	745792	537548
8717	745876	537462
8718	745958	537373
8719	746041	537286
8720	746119	537196
8721	746201	537107
8722	746280	537017
8723	746363	536930
8724	746447	536843
8725	746527	536753
8726	746640	536687
8727	746722	536599
8728	746806	536513
8729	746883	536421
8730	746969	536336
8731	747051	536247
8732	747132	536159
8733	747213	536070
8734	747297	535984
8735	747384	535899
8736	747469	535813
8737	747547	535722
8738	747664	535659
8739	747748	535572
8740	747831	535485
8741	747914	535397
8742	747998	535311
8743	748076	535220
8744	748162	535134
8745	748244	535047
8746	748325	534958
8747	748408	534871
8748	748498	534788
8749	748576	534697
8750	748656	534607
8751	748830	534585
8752	748909	534495
8753	748990	534406
8754	749073	534319
8755	749168	534240
8756	749263	534161
8757	749352	534078
8758	749438	533993
8759	749523	533907
8760	749611	533823
8761	749693	533735
8762	749827	533683
8763	749918	533602
8764	750004	533516
8765	750088	533430
8766	750184	533352
8767	750262	533261
8768	750348	533176
8769	750434	533090
8770	750523	533008
8771	750610	532922
8772	750699	532840
8773	750775	532747
8774	750892	532684
8775	750971	532594
8776	751057	532508
8777	751133	532416
8778	751219	532331
8779	751298	532241
8780	751397	532164
8781	751482	532079
8782	751568	531993
8783	751652	531907
8784	751735	531819
8785	751817	531731
8786	751928	531663
8787	752008	531574
8788	752097	531491
8789	752175	531400
8790	752256	531311
8791	752343	531227
8792	752427	531140
8793	752510	531053
8794	752591	530964
8795	752673	530875
8796	752758	530790
8797	752840	530702
8798	752920	530612
8799	753083	530581
8800	753167	530494
8801	753253	530409
8802	753339	530324
8803	753419	530235
8804	753508	530151
8805	753589	530062
8806	753673	529976
8807	753757	529889
8808	753848	529807
8809	753935	529722
8810	754017	529635
8811	754126	529565
8812	754212	529480
8813	754293	529392
8814	754379	529306
8815	754464	529220
8816	754550	529135
8817	754630	529045
8818	754709	528955
8819	754788	528865
8820	754866	528774
8821	754949	528687
8822	755037	528603
8823	755147	528535
8824	755230	528447
8825	755314	528360
8826	755400	528275
8827	755483	528188
8828	755560	528096
8829	755641	528007
8830	755724	527920
8831	755807	527832
8832	755885	527742
8833	755968	527654
8834	756048	527565
8835	756127	527474
8836	756303	527452
8837	756382	527362
8838	756464	527274
8839	756544	527184
8840	756626	527096
8841	756706	527007
8842	756793	526922
8843	756877	526836
8844	756961	526749
8845	757041	526659
8846	757124	526572
8847	757204	526483
8848	757320	526418
8849	757401	526329
8850	757478	526238
8851	757563	526152
8852	757648	526066
8853	757733	525980
8854	757815	525892
8855	757897	525804
8856	757984	525719
8857	758063	525629
8858	758140	525538
8859	758218	525447
8860	758301	525359
8861	758405	525286
8862	758492	525202
8863	758575	525114
8864	758658	525027
8865	758735	524936
8866	758822	524851
8867	758905	524764
8868	758987	524675
8869	759069	524588
8870	759151	524500
8871	759230	524409
8872	759311	524321
8873	759422	524253
8874	759503	524164
8875	759579	524072
8876	759677	523995
8877	759753	523902
8878	759838	523817
8879	759918	523727
8880	760001	523640
8881	760080	523550
8882	760160	523460
8883	760244	523373
8884	760329	523287
8885	760413	523201
8886	760582	523173
8887	760661	523083
8888	760748	522998
8889	760832	522912
8890	760914	522823
8891	760993	522733
8892	761076	522646
8893	761157	522557
8894	761240	522470
8895	761321	522381
8896	761399	522291
8897	761482	522203
8898	761602	522141
8899	761681	522051
8900	761765	521964
8901	761857	521883
8902	761939	521795
8903	762016	521704
8904	762097	521615
8905	762180	521527
8906	762266	521442
8907	762349	521355
8908	762433	521268
8909	762518	521182
8910	762635	521118
8911	762737	521043
8912	762822	520958
8913	762896	520864
8914	762983	520780
8915	763071	520696
8916	763156	520610
8917	763252	520531
8918	763336	520444
8919	763416	520355
8920	763499	520268
8921	763583	520181
8922	763769	520164
8923	763855	520079
8924	763938	519991
8925	764023	519905
8926	764109	519820
8927	764191	519732
8928	764274	519645
8929	764359	519558
8930	764439	519469
8931	764520	519380
8932	764607	519296
8933	764690	519208
8934	764810	519146
8935	764896	519061
8936	764981	518975
8937	765063	518887
8938	765146	518799
8939	765225	518709
8940	765308	518622
8941	765390	518534
8942	765473	518446
8943	765555	518358
8944	765642	518274
8945	765726	518187
8946	765844	518124
8947	765931	518039
8948	766016	517953
8949	766097	517864
8950	766181	517778
8951	766266	517691
8952	766349	517604
8953	766430	517515
8954	766511	517427
8955	766598	517342
8956	766687	517259
8957	766767	517170
8958	766893	517111
8959	766973	517022
8960	767054	516933
8961	767132	516843
8962	767214	516754
8963	767293	516664
8964	767372	516575
8965	767455	516487
8966	767538	516400
8967	767619	516311
8968	767707	516227
8969	767786	516137
8970	767873	516052
8971	768049	516027
8972	768133	515940
8973	768214	515852
8974	768298	515766
8975	768383	515679
8976	768465	515592
8977	768551	515506
8978	768641	515423
8979	768719	515333
8980	768806	515248
8981	768883	515156
8982	768976	515076
8983	769094	515012
8984	769174	514922
8985	769255	514834
8986	769332	514743
8987	769413	514654
8988	769496	514566
8989	769571	514474
8990	769657	514389
8991	769737	514299
8992	769824	514214
8993	769908	514128
8994	769991	514040
8995	770075	513954
8996	770192	513889
8997	770271	513799
8998	770348	513708
8999	770433	513622
9000	770513	513532
9001	770598	513447
9002	770683	513361
9003	770767	513274
9004	770848	513185
9005	770933	513099
9006	771016	513012
9007	771097	512923
9008	771274	512898
9009	771358	512811
9010	771444	512726
9011	771531	512642
9012	771617	512556
9013	771701	512470
9014	771792	512387
9015	771871	512297
9016	771954	512210
9017	772034	512121
9018	772126	512039
9019	772216	511957
9020	772331	511891
9021	772417	511805
9022	772499	511717
9023	772581	511629
9024	772665	511543
9025	772745	511453
9026	772829	511366
9027	772910	511278
9028	772997	511193
9029	773077	511104
9030	773161	511017
9031	773245	510931
9032	773357	510863
9033	773439	510774
9034	773521	510686
9035	773599	510595
9036	773685	510510
9037	773770	510424
9038	773854	510338
9039	773943	510254
9040	774026	510167
9041	774108	510079
9042	774192	509993
9043	774267	509900
9044	774353	509815
9045	774528	509787
9046	774608	509698
9047	774688	509609
9048	774775	509524
9049	774858	509437
9050	774937	509347
9051	775033	509268
9052	775121	509184
9053	775204	509097
9054	775286	509008
9055	775367	508920
9056	775453	508835
9057	775563	508765
9058	775647	508679
9059	775723	508587
9060	775808	508501
9061	775890	508413
