iter	MAE
3645	605.0069352
3646	604.9921972
3647	604.9781592
3648	604.9718752
3649	604.9184309
3650	604.8660109
3651	604.8254351
3652	604.7796068
3653	604.7750938
3654	604.7517042
3655	604.7018639
3656	604.6671584
3657	604.6228164
3658	604.6017289
3659	604.5627475
3660	604.5162715
3661	604.4709032
3662	604.4588882
3663	604.4005311
3664	604.3826503
3665	604.3311216
3666	604.3219696
3667	604.309401
3668	604.3047374
3669	604.2934799
3670	604.1475734
3671	604.0901393
3672	604.0687904
3673	603.972549
3674	603.9615599
3675	603.9528387
3676	603.9457952
3677	603.9040547
3678	603.8947944
3679	603.8643933
3680	603.8551324
3681	603.852638
3682	603.8410724
3683	603.8349945
3684	603.8288092
3685	603.8131216
3686	603.7943683
3687	603.7041546
3688	603.6765918
3689	603.6548309
3690	603.6310015
3691	603.6030767
3692	603.5562221
3693	603.5039535
3694	603.4962252
3695	603.4896006
3696	603.4758798
3697	603.4231899
3698	603.3972871
3699	603.3852391
3700	603.3718205
3701	603.3588387
3702	603.3277405
3703	603.2628294
3704	603.2510379
3705	603.1344758
3706	603.1057911
3707	603.0943328
3708	602.978132
3709	602.970035
3710	602.9294104
3711	602.9026038
3712	602.888631
3713	602.8679805
3714	602.8601271
3715	602.7918222
3716	602.734805
3717	602.71739
3718	602.7044655
3719	602.6495676
3720	602.5722509
3721	602.5326605
3722	602.4899474
3723	602.4119969
3724	602.3950784
3725	602.3595347
3726	602.3427527
3727	602.3010931
3728	602.2909902
3729	602.2636199
3730	602.2255688
3731	602.2164078
3732	602.1887607
3733	602.1157625
3734	602.1057799
3735	602.0987578
3736	602.0921081
3737	602.0438599
3738	601.9837658
3739	601.97345
3740	601.9606386
3741	601.954602
3742	601.9500662
3743	601.9079708
3744	601.8985196
3745	601.8906728
3746	601.8373998
3747	601.8026538
3748	601.7939473
3749	601.7713866
3750	601.7320081
3751	601.6682013
3752	601.660041
3753	601.6539074
3754	601.6202829
3755	601.5941759
3756	601.5486197
3757	601.5179326
3758	601.4980954
3759	601.4632712
3760	601.433139
3761	601.388991
3762	601.3690941
3763	601.3001213
3764	601.2852846
3765	601.2784347
3766	601.2367205
3767	601.1997463
3768	601.1948385
3769	601.1713756
3770	601.1640727
3771	601.148558
3772	601.0711604
3773	601.0429525
3774	601.0349264
3775	601.0254557
3776	601.0037446
3777	600.9987952
3778	600.9779724
3779	600.9259333
3780	600.8649146
3781	600.8088441
3782	600.7491341
3783	600.7255439
3784	600.6974531
3785	600.6910664
3786	600.5862195
3787	600.5476929
3788	600.5168734
3789	600.5119854
3790	600.4606687
3791	600.4531758
3792	600.4397118
3793	600.4015925
3794	600.3884161
3795	600.3324409
3796	600.2777803
3797	600.2279771
3798	600.2174806
3799	600.1998581
3800	600.1652677
3801	600.133182
3802	600.122372
3803	600.1121457
3804	600.1051605
3805	600.0788791
3806	600.0590476
3807	600.0473265
3808	600.0178486
3809	599.9574341
3810	599.9337309
3811	599.8745605
3812	599.8610854
3813	599.8502823
3814	599.8010875
3815	599.7633333
3816	599.6624789
3817	599.5656883
3818	599.5558818
3819	599.527856
3820	599.4666643
3821	599.4148485
3822	599.3911854
3823	599.3599305
3824	599.3472094
3825	599.3259953
3826	599.315071
3827	599.2788082
3828	599.2555359
3829	599.1902676
3830	599.0749903
3831	599.063208
3832	599.0206532
3833	598.999322
3834	598.9671899
3835	598.958758
3836	598.9490315
3837	598.9313101
3838	598.8909007
3839	598.8686805
3840	598.80519
3841	598.8012496
3842	598.793264
3843	598.7860631
3844	598.7746699
3845	598.7717947
3846	598.7053847
3847	598.6813792
3848	598.6693314
3849	598.6489601
3850	598.618624
3851	598.5992564
3852	598.5502222
3853	598.5077507
3854	598.4978149
3855	598.4910819
3856	598.4178504
3857	598.4113632
3858	598.3535765
3859	598.3310283
3860	598.2805618
3861	598.2247144
3862	598.2019004
3863	598.1897194
3864	598.1742026
3865	598.1301559
3866	598.1218641
3867	598.0947064
3868	598.0438995
3869	598.0297064
3870	598.0103185
3871	597.9909256
3872	597.9143173
3873	597.8953803
3874	597.8878669
3875	597.8563851
3876	597.8175494
3877	597.8080417
3878	597.7040369
3879	597.6976697
3880	597.6839203
3881	597.6750224
3882	597.6540685
3883	597.6086645
3884	597.571748
3885	597.5261486
3886	597.5008626
3887	597.4962762
3888	597.4902745
3889	597.4674974
3890	597.4579803
3891	597.3931208
3892	597.3583367
3893	597.3399438
3894	597.3280427
3895	597.3025828
3896	597.2794092
3897	597.2540589
3898	597.2392631
3899	597.2249382
3900	597.1877169
3901	597.1299634
3902	597.1155021
3903	597.1059169
3904	597.0829762
3905	597.056266
3906	597.0471716
3907	597.0414933
3908	597.0294127
3909	596.9912308
3910	596.8677493
3911	596.8345316
3912	596.815811
3913	596.7961103
3914	596.7796187
3915	596.7690203
3916	596.7556426
3917	596.6989482
3918	596.6713222
3919	596.6550645
3920	596.6122055
3921	596.590348
3922	596.5531577
3923	596.517839
3924	596.511131
3925	596.4868662
3926	596.4593006
3927	596.4514585
3928	596.426915
3929	596.4165445
3930	596.3853412
3931	596.3455809
3932	596.291524
3933	596.2376025
3934	596.2100263
3935	596.1524964
3936	596.1357474
3937	596.1112789
3938	596.0832238
3939	596.0636835
3940	596.0477346
3941	596.0331209
3942	596.0280035
3943	595.9973535
3944	595.992819
3945	595.94174
3946	595.9174033
3947	595.9090396
3948	595.8078267
3949	595.7942192
3950	595.7878763
3951	595.7621815
3952	595.7260407
3953	595.7131402
3954	595.6783543
3955	595.6293359
3956	595.6078673
3957	595.5253352
3958	595.502537
3959	595.4893584
3960	595.4857674
3961	595.4614173
3962	595.4545233
3963	595.3621256
3964	595.3493798
3965	595.3080182
3966	595.3038282
3967	595.2868976
3968	595.2564829
3969	595.2125596
3970	595.2061475
3971	595.16417
3972	595.1374961
3973	595.0993957
3974	595.0624445
3975	595.0360025
3976	594.9855083
3977	594.9602804
3978	594.9312897
3979	594.8797163
3980	594.8660609
3981	594.8573742
3982	594.7894702
3983	594.6906399
3984	594.6631873
3985	594.5769276
3986	594.5730889
3987	594.5394626
3988	594.4446962
3989	594.3699656
3990	594.3578955
3991	594.2996761
3992	594.2557362
3993	594.241415
3994	594.2203646
3995	594.2133256
3996	594.2011622
3997	594.1951124
3998	594.1448883
3999	594.0421885
4000	594.0282018
4001	593.9974304
4002	593.9614684
4003	593.9399994
4004	593.8719927
4005	593.8656641
4006	593.8127009
4007	593.8029205
4008	593.7740546
4009	593.7587957
4010	593.7376523
4011	593.7229928
4012	593.694032
4013	593.6391111
4014	593.6348951
4015	593.5870187
4016	593.5629823
4017	593.5477875
4018	593.5132072
4019	593.4877038
4020	593.4806625
4021	593.466973
4022	593.4032706
4023	593.3434708
4024	593.338054
4025	593.309997
4026	593.2826993
4027	593.2762804
4028	593.2542853
4029	593.2374368
4030	593.2319911
4031	593.2292937
4032	593.2219298
4033	593.2084905
4034	593.1387365
4035	593.1076176
4036	593.0976549
4037	593.0797263
4038	593.0219417
4039	593.0185451
4040	593.0013464
4041	592.981035
4042	592.9067841
4043	592.8888362
4044	592.8784466
4045	592.8682243
4046	592.8456076
4047	592.8338255
4048	592.8115779
4049	592.7994244
4050	592.7804927
4051	592.7551371
4052	592.7458752
4053	592.6687392
4054	592.6283066
4055	592.6192391
4056	592.5955335
4057	592.5825469
4058	592.5563512
4059	592.5520294
4060	592.5343917
4061	592.5317591
4062	592.4984754
4063	592.4910972
4064	592.4752283
4065	592.4386421
4066	592.4250694
4067	592.4023333
4068	592.3812851
4069	592.3388013
4070	592.2622162
4071	592.2532824
4072	592.2431603
4073	592.2160594
4074	592.1949845
4075	592.1743995
4076	592.1444018
4077	592.1172317
4078	592.0968355
4079	592.0741329
4080	592.0110894
4081	591.9974276
4082	591.9880486
4083	591.9681117
4084	591.9612779
4085	591.9400444
4086	591.9294582
4087	591.9259249
4088	591.9161942
4089	591.9110921
4090	591.8857567
4091	591.8734605
4092	591.8657321
4093	591.8417992
4094	591.8195656
4095	591.8169883
4096	591.7825711
4097	591.7241453
4098	591.6947685
4099	591.6870856
4100	591.6821133
4101	591.6757788
4102	591.6367442
4103	591.5422052
4104	591.5373856
4105	591.5287851
4106	591.4803431
4107	591.4575266
4108	591.395514
4109	591.3832124
4110	591.3611529
4111	591.3399563
4112	591.2694986
4113	591.2550303
4114	591.2466124
4115	591.197924
4116	591.1575565
4117	591.1139483
4118	591.0869776
4119	591.0516027
4120	591.0348756
4121	591.0243556
4122	591.0167186
4123	591.0129441
4124	590.9815505
4125	590.9706766
4126	590.9530605
4127	590.9367477
4128	590.9114102
4129	590.9054827
4130	590.8966019
4131	590.8470427
4132	590.8330265
4133	590.8122755
4134	590.8032778
4135	590.786943
4136	590.7844859
4137	590.7713503
4138	590.7559569
4139	590.7253992
4140	590.6902272
4141	590.632428
4142	590.5924763
4143	590.525071
4144	590.4907396
4145	590.460574
4146	590.4545966
4147	590.4399566
4148	590.4143693
4149	590.376632
4150	590.3708724
4151	590.3086564
4152	590.2112866
4153	590.196625
4154	590.1908159
4155	590.1813613
4156	590.1511869
4157	590.1161978
4158	590.0059659
4159	589.9498305
4160	589.928161
4161	589.9231524
4162	589.8858973
4163	589.8818342
4164	589.8314807
4165	589.7413077
4166	589.7242015
4167	589.7008716
4168	589.695597
4169	589.6791683
4170	589.6733774
4171	589.6374702
4172	589.6084654
4173	589.5636107
4174	589.5558022
4175	589.5514942
4176	589.502064
4177	589.4903074
4178	589.4477456
4179	589.4399513
4180	589.3993677
4181	589.3911692
4182	589.3257405
4183	589.2923555
4184	589.2814441
4185	589.256884
4186	589.2419838
4187	589.2215107
4188	589.1996046
4189	589.1777709
4190	589.1667809
4191	589.1467172
4192	589.1253615
4193	589.0867629
4194	589.0406018
4195	589.0313001
4196	588.9785459
4197	588.9684691
4198	588.9449696
4199	588.9135886
4200	588.8502946
4201	588.8430711
4202	588.7558297
4203	588.7388011
4204	588.7226242
4205	588.7202898
4206	588.7141456
4207	588.6815044
4208	588.6760489
4209	588.6172969
4210	588.602042
4211	588.5708935
4212	588.5554041
4213	588.5399478
4214	588.5210307
4215	588.5142393
4216	588.5036301
4217	588.4853553
4218	588.4812222
4219	588.4596432
4220	588.4470053
4221	588.418731
4222	588.4101592
4223	588.4039131
4224	588.3916591
4225	588.369543
4226	588.358143
4227	588.329127
4228	588.3259899
4229	588.2972486
4230	588.2522317
4231	588.2259101
4232	588.1932604
4233	588.1597478
4234	588.1363391
4235	588.1268776
4236	588.1185042
4237	588.0993636
4238	588.076632
4239	588.0685466
4240	588.048706
4241	588.0107858
4242	588.000432
4243	587.9915634
4244	587.9836319
4245	587.9513323
4246	587.9177532
4247	587.9058256
4248	587.8886204
4249	587.8492534
4250	587.8294376
4251	587.8266883
4252	587.8146395
4253	587.7746334
4254	587.7581615
4255	587.7431541
4256	587.7314177
4257	587.7170736
4258	587.6965145
4259	587.6712512
4260	587.6649275
4261	587.6457149
4262	587.6321896
4263	587.5451417
4264	587.5177175
4265	587.5059518
4266	587.4642579
4267	587.452627
4268	587.4074149
4269	587.3980668
4270	587.3766651
4271	587.3371587
4272	587.3315035
4273	587.2699771
4274	587.2525508
4275	587.2096785
4276	587.1932948
4277	587.1758205
4278	587.1679212
4279	587.1591912
4280	587.1070058
4281	587.0586637
4282	587.0049419
4283	586.9929034
4284	586.9695085
4285	586.9320824
4286	586.9215648
4287	586.9063821
4288	586.8702653
4289	586.8269927
4290	586.819545
4291	586.7879285
4292	586.7631433
4293	586.7484226
4294	586.7241171
4295	586.7182126
4296	586.7000082
4297	586.6679602
4298	586.6401802
4299	586.6349255
4300	586.5888907
4301	586.5794707
4302	586.5769962
4303	586.5706741
4304	586.5570503
4305	586.5153065
4306	586.5071421
4307	586.4615161
4308	586.4470919
4309	586.4407463
4310	586.4308032
4311	586.4013759
4312	586.3873513
4313	586.3721984
4314	586.3296888
4315	586.3100668
4316	586.2976159
4317	586.1819636
4318	586.1289151
4319	586.1188415
4320	586.1098305
4321	586.093268
4322	586.0232164
4323	586.0100329
4324	585.9933339
4325	585.9826557
4326	585.9413979
4327	585.9347694
4328	585.9085626
4329	585.8908354
4330	585.8582299
4331	585.8235039
4332	585.781522
4333	585.766082
4334	585.7271415
4335	585.6836966
4336	585.6742032
4337	585.6357863
4338	585.5902332
4339	585.5382865
4340	585.5307591
4341	585.5225217
4342	585.4968894
4343	585.4598133
4344	585.4452244
4345	585.4157404
4346	585.4017214
4347	585.3662378
4348	585.3566047
4349	585.3519411
4350	585.329533
4351	585.3172861
4352	585.3021995
4353	585.292665
4354	585.2830306
4355	585.2604985
4356	585.2457421
4357	585.2147099
4358	585.1596049
4359	585.150415
4360	585.0971243
4361	585.0791082
4362	585.035496
4363	585.0316896
4364	585.0256754
4365	585.0077841
4366	584.9741968
4367	584.9470008
4368	584.9401037
4369	584.9316759
4370	584.8990905
4371	584.880909
4372	584.8611378
4373	584.8209827
4374	584.8106902
4375	584.7919962
4376	584.7116582
4377	584.6992503
4378	584.6343765
4379	584.6218387
4380	584.593458
4381	584.557619
4382	584.5519343
4383	584.5443827
4384	584.5331043
4385	584.4985983
4386	584.4472542
4387	584.4212936
4388	584.3271515
4389	584.3183823
4390	584.3101605
4391	584.3005169
4392	584.2984223
4393	584.2925852
4394	584.2853506
4395	584.2716556
4396	584.2651618
4397	584.2540089
4398	584.2385714
4399	584.2317366
4400	584.211832
4401	584.1630716
4402	584.15495
4403	584.1375349
4404	584.0969653
4405	584.0732975
4406	584.0515696
4407	584.032672
4408	584.020077
4409	583.996173
4410	583.9383932
4411	583.9169066
4412	583.910575
4413	583.8845131
4414	583.8701072
4415	583.8478074
4416	583.8233889
4417	583.8045244
4418	583.7845807
4419	583.7087894
4420	583.6881237
4421	583.6807914
4422	583.6763314
4423	583.6721301
4424	583.6488302
4425	583.6453817
4426	583.6330932
4427	583.6078618
4428	583.5712012
4429	583.553759
4430	583.5414686
4431	583.5249027
4432	583.5179994
4433	583.5091746
4434	583.4727894
4435	583.4657241
4436	583.4295327
4437	583.4008169
4438	583.3929474
4439	583.3599851
4440	583.3498707
4441	583.3356726
4442	583.327731
4443	583.321893
4444	583.3162473
4445	583.2982602
4446	583.2841993
4447	583.2549762
4448	583.2399255
4449	583.233605
4450	583.2171189
4451	583.16575
4452	583.0874767
4453	583.0772282
4454	583.053588
4455	583.0447496
4456	583.0298559
4457	582.991241
4458	582.9355715
4459	582.928376
4460	582.9262983
4461	582.9049615
4462	582.858108
4463	582.8103038
4464	582.7833047
4465	582.7584079
4466	582.7421126
4467	582.6922523
4468	582.6825002
4469	582.6720888
4470	582.6523301
4471	582.6117163
4472	582.5759374
4473	582.5361767
4474	582.408411
4475	582.4006367
4476	582.3285999
4477	582.2775354
4478	582.2556428
4479	582.2504992
4480	582.221911
4481	582.2078684
4482	582.1843917
4483	582.1028387
4484	582.0779778
4485	582.0284026
4486	582.0061777
4487	581.9944008
4488	581.978482
4489	581.9606521
4490	581.9565861
4491	581.9221952
4492	581.9016286
4493	581.8461861
4494	581.8407794
4495	581.8295109
4496	581.7955651
4497	581.7824959
4498	581.7711
4499	581.7276558
4500	581.7068725
4501	581.6312286
4502	581.6061902
4503	581.5868595
4504	581.5762741
4505	581.566532
4506	581.560643
4507	581.5560915
4508	581.5383116
4509	581.5071416
4510	581.4849683
4511	581.3705322
4512	581.335752
4513	581.3249046
4514	581.3210345
4515	581.2935984
4516	581.2851466
4517	581.270718
4518	581.2538306
4519	581.247281
4520	581.1630597
4521	581.1211248
4522	581.1170646
4523	581.0957868
4524	581.0461478
4525	581.0095186
4526	580.9801956
4527	580.9126056
4528	580.8825869
4529	580.8527978
4530	580.8436068
4531	580.8021523
4532	580.7892117
4533	580.7783015
4534	580.773741
4535	580.7115929
4536	580.6801845
4537	580.6574242
4538	580.6463582
4539	580.6401612
4540	580.6109332
4541	580.592069
4542	580.5859483
4543	580.5524621
4544	580.5471618
4545	580.5315679
4546	580.4973761
4547	580.4099427
4548	580.4068271
4549	580.3424998
4550	580.3305334
4551	580.2193534
4552	580.2137657
4553	580.2108039
4554	580.1868242
4555	580.0876913
4556	580.0660521
4557	580.0559151
4558	580.0316659
4559	580.0293911
4560	579.9907031
4561	579.9680599
4562	579.9458753
4563	579.9135876
4564	579.9065058
4565	579.8686372
4566	579.8356504
4567	579.8282167
4568	579.8220782
4569	579.7995902
4570	579.7903097
4571	579.7832362
4572	579.7635095
4573	579.7364464
4574	579.7179737
4575	579.6472022
4576	579.6304613
4577	579.6280093
4578	579.5993981
4579	579.5877539
4580	579.5836107
4581	579.5592303
4582	579.556261
4583	579.5462691
4584	579.5361891
4585	579.5242922
4586	579.509178
4587	579.5011432
4588	579.4900931
4589	579.4761042
4590	579.4478141
4591	579.4279606
4592	579.3767314
4593	579.3654732
4594	579.3595428
4595	579.3255077
4596	579.2992863
4597	579.2519719
4598	579.2244551
4599	579.2057507
4600	579.1516224
4601	579.1192098
4602	579.087171
4603	579.0506169
4604	579.0274457
4605	578.9945191
4606	578.9736171
4607	578.9470553
4608	578.9359776
4609	578.9162373
4610	578.8803682
4611	578.866432
4612	578.7789643
4613	578.7580101
4614	578.7398924
4615	578.7312359
4616	578.6762945
4617	578.6544048
4618	578.5692488
4619	578.5502788
4620	578.5449307
4621	578.5287799
4622	578.4865361
4623	578.468415
4624	578.45277
4625	578.4293336
4626	578.4279854
4627	578.420897
4628	578.4100114
4629	578.3761809
4630	578.3698772
4631	578.3667987
4632	578.3503596
4633	578.3413034
4634	578.3220865
4635	578.2691901
4636	578.2489411
4637	578.2432115
4638	578.2136612
4639	578.1893496
4640	578.1689856
4641	578.1548065
4642	578.1321729
4643	578.1218601
4644	578.0996201
4645	578.0779894
4646	578.046803
4647	578.0179827
4648	578.0006612
4649	577.9686888
4650	577.9521427
4651	577.9282814
4652	577.8501868
4653	577.8452966
4654	577.8263162
4655	577.7952244
4656	577.7878165
4657	577.7327804
4658	577.7145635
4659	577.6705056
4660	577.6514586
4661	577.6387504
4662	577.6234875
4663	577.5931578
4664	577.5669505
4665	577.5607794
4666	577.5425451
4667	577.5175733
4668	577.4899022
4669	577.452078
4670	577.4465755
4671	577.4211418
4672	577.409143
4673	577.3641103
4674	577.2810851
4675	577.2710055
4676	577.2298468
4677	577.2115066
4678	577.1721925
4679	577.1544143
4680	577.1073683
4681	577.1035312
4682	577.0846502
4683	577.0483323
4684	577.0235645
4685	577.0137151
4686	576.9796974
4687	576.971856
4688	576.9480795
4689	576.9373567
4690	576.8856799
4691	576.8800784
4692	576.8620814
4693	576.8073841
4694	576.7877101
4695	576.759837
4696	576.7514666
4697	576.7429572
4698	576.7004597
4699	576.6768904
4700	576.6520696
4701	576.6012082
4702	576.5968756
4703	576.5436037
4704	576.5338317
4705	576.5224778
4706	576.5157633
4707	576.4885855
4708	576.4711493
4709	576.4509965
4710	576.4423751
4711	576.4359413
4712	576.361855
4713	576.3367519
4714	576.3281552
4715	576.2875106
4716	576.242277
4717	576.1677517
4718	576.1504395
4719	576.1383781
4720	576.1098702
4721	576.0893174
4722	576.0854239
4723	576.0766223
4724	576.052642
4725	576.04076
4726	576.0324675
4727	576.0287725
4728	576.0251054
4729	576.0209041
4730	576.0149654
4731	576.0055711
4732	575.9937431
4733	575.9698688
4734	575.9374419
4735	575.9184608
4736	575.9112493
4737	575.8928016
4738	575.8584605
4739	575.8514635
4740	575.7788434
4741	575.7544472
4742	575.7415888
4743	575.715129
4744	575.693203
4745	575.6625585
4746	575.6421241
4747	575.6202132
4748	575.6095648
4749	575.6014546
4750	575.5191897
4751	575.4964868
4752	575.4856122
4753	575.4760374
4754	575.4702081
4755	575.454646
4756	575.4495175
4757	575.4427202
4758	575.4161082
4759	575.3725086
4760	575.3427669
4761	575.329917
4762	575.3141578
4763	575.2899794
4764	575.204359
4765	575.1983092
4766	575.1821386
4767	575.1781419
4768	575.1618722
4769	575.1603398
4770	575.1147364
4771	575.091378
4772	575.0652605
4773	575.0487884
4774	575.0458607
4775	575.0435515
4776	575.0222049
4777	574.9831518
4778	574.9760783
4779	574.9746966
4780	574.9531701
4781	574.9465952
4782	574.9433046
4783	574.9203131
4784	574.9082398
4785	574.8960832
4786	574.8873104
4787	574.8610579
4788	574.8469608
4789	574.8390761
4790	574.8099118
4791	574.785693
4792	574.7667473
4793	574.7244599
4794	574.6436867
4795	574.6051028
4796	574.5624938
4797	574.5565286
4798	574.5420437
4799	574.533425
4800	574.4327019
4801	574.3889304
4802	574.3670841
4803	574.3329376
4804	574.315909
4805	574.3000773
4806	574.2895437
4807	574.268721
4808	574.1967171
4809	574.1893956
4810	574.1751953
4811	574.1717631
4812	574.1473227
4813	574.1378957
4814	574.1275987
4815	574.112537
4816	574.1005093
4817	574.0243466
4818	574.00888
4819	573.9849823
4820	573.9811181
4821	573.9628655
4822	573.948774
4823	573.9364429
4824	573.9313604
4825	573.9156845
4826	573.8818734
4827	573.8126984
4828	573.8026538
4829	573.7870892
4830	573.7802146
4831	573.7729994
4832	573.7609869
4833	573.7380049
4834	573.7346615
4835	573.6966283
4836	573.6296352
4837	573.5781371
4838	573.5367286
4839	573.5160079
4840	573.4961951
4841	573.4574989
4842	573.373486
4843	573.357193
4844	573.344766
4845	573.338327
4846	573.3174305
4847	573.3051923
4848	573.2948621
4849	573.2664455
4850	573.2373633
4851	573.2179415
4852	573.1920856
4853	573.1742527
4854	573.1497265
4855	573.1364257
4856	573.0875831
4857	573.0671408
4858	573.0415972
4859	572.9469333
4860	572.9421601
4861	572.928929
4862	572.9212866
4863	572.8891807
4864	572.8767428
4865	572.8599549
4866	572.833995
4867	572.7969351
4868	572.7596369
4869	572.7267186
4870	572.6420325
4871	572.5471672
4872	572.5261331
4873	572.5034777
4874	572.4834829
4875	572.4566446
4876	572.3802122
4877	572.3770936
4878	572.3473451
4879	572.338526
4880	572.3330664
4881	572.3266973
4882	572.3194432
4883	572.3097299
4884	572.3045399
4885	572.2946207
4886	572.2793455
4887	572.2762251
4888	572.2601017
4889	572.2402333
4890	572.1854399
4891	572.1747586
4892	572.1645965
4893	572.1537767
4894	572.1502911
4895	572.1403645
4896	572.1122819
4897	572.1003365
4898	572.0650933
4899	572.05727
4900	572.0475081
4901	572.0150006
4902	572.0062828
4903	571.960412
4904	571.9229051
4905	571.9060767
4906	571.8747624
4907	571.8618981
4908	571.8337767
4909	571.8009908
4910	571.7969291
4911	571.7894866
4912	571.7678102
4913	571.7590018
4914	571.7524319
4915	571.6670739
4916	571.6321764
4917	571.6191401
4918	571.6066863
4919	571.5929922
4920	571.5562121
4921	571.5484464
4922	571.5119044
4923	571.4651032
4924	571.4599518
4925	571.3779395
4926	571.3750075
4927	571.3658106
4928	571.3411674
4929	571.3024139
4930	571.2773857
4931	571.2494172
4932	571.2228014
4933	571.2037968
4934	571.1952618
4935	571.176076
4936	571.1623454
4937	571.1502549
4938	571.0912846
4939	571.0769492
4940	571.0667016
4941	571.0343132
4942	571.0215548
4943	571.0171437
4944	571.0109168
4945	570.984032
4946	570.9759692
4947	570.9675453
4948	570.9477813
4949	570.9246133
4950	570.9203516
4951	570.9177469
4952	570.9047739
4953	570.9023356
4954	570.8815744
4955	570.8590367
4956	570.8491393
4957	570.8427808
4958	570.768902
4959	570.766952
4960	570.7400798
4961	570.7313646
4962	570.7243464
4963	570.71436
4964	570.7017544
4965	570.6974466
4966	570.6867833
4967	570.6795563
4968	570.671312
4969	570.6545308
4970	570.6003575
4971	570.5785061
4972	570.5687634
4973	570.5354648
4974	570.5061618
4975	570.4971476
4976	570.4689444
4977	570.4595807
4978	570.4308333
4979	570.3996061
4980	570.341588
4981	570.3319524
4982	570.2352049
4983	570.2000677
4984	570.133446
4985	570.1020289
4986	570.0856301
4987	570.0773344
4988	570.0412967
4989	570.011048
4990	569.9963455
4991	569.967374
4992	569.9631251
4993	569.9257859
4994	569.9152833
4995	569.9117494
4996	569.8845072
4997	569.8824735
4998	569.8694725
4999	569.7985318
5000	569.7870318
5001	569.7832655
5002	569.7785699
5003	569.7625989
5004	569.7588017
5005	569.6930713
5006	569.6869042
5007	569.6821831
5008	569.6730206
5009	569.6657267
5010	569.6542233
5011	569.6424694
5012	569.5898683
5013	569.5721857
5014	569.5545795
5015	569.5461297
5016	569.486928
5017	569.4544451
5018	569.4345065
5019	569.4226253
5020	569.4113167
5021	569.4046871
5022	569.383175
5023	569.3495526
5024	569.3144131
5025	569.292569
5026	569.2802951
5027	569.2633032
5028	569.2435483
5029	569.2333503
5030	569.2167575
5031	569.2113261
5032	569.1931117
5033	569.1838671
5034	569.1612488
5035	569.1484508
5036	569.139261
5037	569.132816
5038	569.1139617
5039	569.0809646
5040	569.061601
5041	569.0588953
5042	569.0445729
5043	569.018673
5044	568.9925137
5045	568.9914899
5046	568.985989
5047	568.9787759
5048	568.9709505
5049	568.9052166
5050	568.8812255
5051	568.8571124
5052	568.8382119
5053	568.8254969
5054	568.8186838
5055	568.7724829
5056	568.766852
5057	568.7453539
5058	568.7355095
5059	568.7226375
5060	568.709583
5061	568.6877616
5062	568.6804811
5063	568.6538687
5064	568.6180092
5065	568.6095388
5066	568.5717587
5067	568.5104667
5068	568.4971772
5069	568.4885801
5070	568.4849595
5071	568.4645089
5072	568.4578853
5073	568.4422506
5074	568.4331621
5075	568.4165173
5076	568.4040517
5077	568.4005941
5078	568.3928319
5079	568.3799634
5080	568.3753844
5081	568.3675244
5082	568.2865445
5083	568.2832812
5084	568.2746411
5085	568.2717026
5086	568.2565903
5087	568.2504748
5088	568.2473005
5089	568.2451721
5090	568.2353997
5091	568.2171738
5092	568.1926912
5093	568.1508213
5094	568.1456767
5095	568.1405897
5096	568.1114398
5097	568.0989919
5098	568.0833573
5099	568.0406739
5100	568.0019064
5101	567.9682137
5102	567.9645617
5103	567.9450663
5104	567.9027148
5105	567.8605529
5106	567.824161
5107	567.8135604
5108	567.800806
5109	567.7906694
5110	567.7788537
5111	567.7680876
5112	567.7430724
5113	567.7280349
5114	567.7182274
5115	567.7126663
5116	567.7073491
5117	567.6933097
5118	567.6707305
5119	567.6295659
5120	567.5725414
5121	567.5549918
5122	567.519495
5123	567.4846634
5124	567.4643519
5125	567.4419671
5126	567.4238903
5127	567.3948089
5128	567.3891207
5129	567.3470254
5130	567.3259474
5131	567.317127
5132	567.2871929
5133	567.2802621
5134	567.2711311
5135	567.239402
5136	567.2245992
5137	567.2176581
5138	567.1848528
5139	567.1789625
5140	567.1727775
5141	567.1674036
5142	567.1431463
5143	567.1175225
5144	567.109895
5145	567.099762
5146	567.0924872
5147	567.0865828
5148	567.0749232
5149	567.054711
5150	567.0225697
5151	566.9607657
5152	566.9353897
5153	566.9274473
5154	566.9167077
5155	566.9123046
5156	566.8246195
5157	566.811095
5158	566.8085417
5159	566.7990697
5160	566.7969834
5161	566.7837887
5162	566.7679037
5163	566.7628948
5164	566.7424123
5165	566.7311908
5166	566.7078365
5167	566.6284017
5168	566.5973567
5169	566.5455383
5170	566.5346509
5171	566.5016092
5172	566.4572222
5173	566.4544488
5174	566.4406611
5175	566.3730064
5176	566.3618749
5177	566.3280194
5178	566.2621285
5179	566.2551124
5180	566.25069
5181	566.1769509
5182	566.1301382
5183	566.1089509
5184	566.1016571
5185	566.0509359
5186	566.0406006
5187	566.0333673
5188	566.0246836
5189	566.0062604
5190	565.9970666
5191	565.9923443
5192	565.967719
5193	565.9327075
5194	565.9306905
5195	565.9204572
5196	565.9022328
5197	565.892762
5198	565.8834904
5199	565.8675645
5200	565.8590712
5201	565.8545932
5202	565.8349518
5203	565.8322449
5204	565.8223959
5205	565.7863665
5206	565.7761278
5207	565.7576153
5208	565.7490662
5209	565.7404316
5210	565.7303822
5211	565.7270043
5212	565.7068209
5213	565.7034442
5214	565.6858553
5215	565.6666657
5216	565.6423381
5217	565.6297286
